,MetadataField,Metadata
0,NSGL Document #:,MDU-B-92-002
1,Sea Grant Program/Affiliate:,Maryland Sea Grant
2,Title:,Dispersal of Living Organisms into Aquatic Ecosystems
3,Editor :,"Rosenfield, Aaron"
4,,"Mann, Roger"
5,Publication Year :,1992
6,Source Citation:,"Papers in this volume were first presented as part of a National Shellfisheries Association symposium entitled ""Human Influences on the Dispersal of Living Organisms and Genetic Materials into Aquatic Ecosystems,"" held in February 1989 in Los Angeles, California as part of the Aquaculture '89 meeting."
7,Publisher:,"Maryland Sea Grant College, University of Maryland"
8,# Pages / Video Length:,471
9,Publication Type:,books
10,Program Report #:,UM-SG-TS-92-04
11,Grant/Contract #:,NA86AA-D-SG007
12,Abstract:,"The transfer and introduction, inadvertent and planned, by human being of living organisms into aquatic ecosystems has a long history. In a number of cases, introductions have had commercial benefits as well as scientific value; on the other hand, there are many instances of problematical, even detrimental, environmental impacts. With the movement of species from one ecosystem to another for the growing aquaculture industries around the nation and with the use of genetically-​altered microorganisms for a variety of uses, prediction of the ecological implications is critical if we are to portect the integrity of our aquatic environments. As many case histories have shown, such predictions can be extraordinarily complicated. This book examines a number of case studies of translocating aquatic plant and animal species in the context of focusing on issues that scientists, entrepreneurs, and habitat and resource managers must take into account. The book's 27 papers are grouped into two sections, risks and impacts and risk reduction and safety. The papers in Part I of this volume discuss the risks associated with releases, introductions, and transfers of living organisms into aquatic ecosystems and resulting impacts. Part II focuses on management approaches relative to translocation of living organisms that can be applied for reduction of risk to aquatic biota and their habitats, enhancement of food production, and protection of human health."
13,,"The following papers are included in this publication: 1. Risks associated with translocations of biological agents. Aaron Rosenfield pp. 3-12. 2. Disperal of living organisms into aquatic ecosystems as mediated by aquaculture and fisheries activities. James T. Carlton pp. 13-46. 3. Dispersal of exotic species from aquaculture sources, with emphasis on freshwater fishes. W. R. Courtenay Jr. and J. D. Williams pp. 49-81. 4. Introduction of exotic species for aquaculture purposes. J. R. Davidson, et al. pp. 83-101. 5. Introduction of marine plants for aquacultural purposes. M. Neushul, et al. pp. 103-135. 6. Mass mortalities and infectious lethal diseases in bivalve molluscs and associations with geographic transfers of populations. C. Austin Farley pp. 139-154. 7. Geographic dispersion of the viruses IHHN, MBV and HPV as a consequence of transfers and introductions of penaeid shrimp to new regions for aquaculture purposes. D. V. Lightner, et al. pp. 155-173. 8. Dissemination of microbial pathogens through introductions and transfers of finfish. J. Ganzhorn, et al. pp. 175-192. 9. Challenges and opportunities for marine biotechnology in environmental bioremediation. Rita R. Colwell pp. 195-204. 10. Impacts and fates of microbial pest-control agents in the aquatic environment. William E. Walton and Mir S. Mulla pp. 205-237. 11. Distribution of microbial agents in marine ecosystems as a consequence of sewage-disposal practices. Thomas K. Sawyer pp. 239-262. 12. Fish genetic engineering: a novel approach in aquaculture. Thomas T. Chen, et al. pp. 265-279. 13. Environmental impacts of inbred, hybrid and polyploid aquatic species. Gary H. Thorgaard and Standish K. Allen pp. 281-288. 14. Management of introductions and transfers: a commentary on the changing role of the biologist. Rober Mann pp. 291-293. 15. The national biological impact assessment program. David R. MacKenzie pp. 297-304. 16. Environmental Protection Agency oversight of microbial pesticides. Michael Mendelsohn, et al. pp. 305-312. 17. Shellfish health and protection. Frederick G. Kern and Aaron Rosenfield pp. 313-323. 18. Introduced organisms: policies and activities of the U.S. Fish and Wildlife Service. Robert A. Peoples Jr., et al. pp. 325-353. 19. Effective application of aquaculture disease-control regulations: recommendations from an industry viewpoint. Ralph A. Elston pp. 353-359. 20. California's approach to risk reduction in the introduction of exotic species. Robson A. Collins pp. 361-364. 21. Role of the International Council for the Exploration of the Sea (ICES) concerning introductions of marine organisms. Carl J. Sindermann pp. 367-376. 22. Canadian strategies for risk reductions in introductions and transfers of marine and anadromous species. David J. Scarratt and Roy E. Drinnan pp. 377-385. 23. The status of the U.S.-Japan Cooperative Program in Natural Resources (UJNR) Policy on the introduction of exotic species for aquaculture. James McVey pp. 387-391. 24. Toward a reasoned approach to introduced aquatic organisms. Christopher C. Kohler pp. 393-404. 25. Model Seafood Surveillance Project. G. Malcolm Meaburn, et al. pp. 407-414. 26. Economic pressures driving genetic changes in fish. Nick C. Parker pp. 415-419. 27. A decision framework for managing the risks of deliberate releases of genetic materials. Robin Gregory pp. 421-434."
