,MetadataField,Metadata
0,NSGL Document #:,CUIMR-I-02-003
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Shrimp, dried. Generic HACCP plan"
3,Author:,"Price, Robert J."
4,,"Tom, Pamela D."
5,Publication Year :,2002
6,# Pages / Video Length:,5
7,Publication Type:,"web/blog sites (topical), other web-based resources"
8,Program Report #:,UCSGEP 02-2W
9,Project #:,A/EA-1
10,URL:,http://seafood.​ucdavis.edu/hac​cp/plans/shrimp​-​d.htmhttp://seafood.​ucdavis.edu/hac​cp/Plans.htm
11,Abstract:,"This HACCP Plan provides a completed Hazard Analysis Worksheet and HACCP Plan Form for drying shrimp, plus a process description and flow diagram. Generic information is provided and should be used as a model for seafood handlers when filling out their own forms."
