,MetadataField,Metadata
0,NSGL Document #:,WASHU-W-19-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,The Washington Coastal Resilience Project: Island County Shoreline Master Program and Sea level Rise Workshop
3,Publication Year :,2019
4,Source Citation:,"Island County Shoreline Master Program and Sea-level Rise Workshop, March 19, 2019, Seattle, Washington"
5,Publisher:,Washington Sea Grant
6,# Pages / Video Length:,102
7,Publication Type:,conference/work​shop proceedings
8,Program Report #:,WSG-AS 19-12
9,Abstract:,"Introduction and Meeting Overview On March 19, Island County Planning held a sea-level rise workshop sponsored by Washington Sea Grant as part of the Washington Coastal Resilience Project. The purpose of the workshop was to identify ways to address sea-level rise impacts in Island County using the Shoreline Master Program and Comprehensive Plan. Over 25 attendees participated from Island County Planning, Public Works, Public Health, Washington Department of Ecology Shorelands and Washington Sea Grant.The following summary from the meeting documents the information presented, and recommendations offered by participants. The first part of the workshop focused on developing a common understanding of terms and concepts about sea-level rise in Washington State.Participa​nts engaged in a high-level assessment of vulnerabilities throughout the county.The second part of the workshop focused on strategies to address sea-level rise in Island County first by examining efforts in other jurisdictions in Washington and California and then discussing what might be applicable to Island County."
