,MetadataField,Metadata
0,NSGL Document #:,AKU-Y-96-002
1,Sea Grant Program/Affiliate:,Alaska Sea Grant
2,Title:,The Southeast Alaska Herring Sac-Roe Fishery: A Need for a Change?
3,Author:,"Garza, Dolores A."
4,Publication Year :,1996
5,Publisher:,Alaska Sea Grant
6,# Pages / Video Length:,119
7,Publication Type:,theses/disserta​tions
8,Program Report #:,SGT-96-02
9,Notes:,A dissertation submitted to the Faculty of the University of Delaware in partial fulfillment of the requirements for the degree of Doctor of Philosophy in Marine Studies
10,Abstract:,"In this dissertation I look at how Sitka Sound, Alaska came to be a single gear herring fishery and consider the question of whether it should remain a single gear fishery. In doing so I review the development of Pacific coast herring roe fisheries from California to Togiak Alaska and examine similarities and differences in management and fishery types. The following are reviewed: Chapter one: The city of Sitka, Sitka residents, and many fishermen, have proposed to the Board of Fisheries several times over the last twenty years to allocate a portion of Sitka Sound herring to a new fishery or gear type. There appears to be no end to the recurring proposals; therefore, a review of the development many provide insights into the perceived need for change and provide a basis upon which change, could be considered; Chapter two: fisheries management is reviewed; Chapter three: The Alaska Board of Fisheries structure and policy making process which includes a strong public input mechanism; Chapter four: general herring management is reviewed; In chapter five, I review the development of the Sitka Sound fishery including major management and policy changes, the implementation of limited entry, and the optimum number study. In chapter six I look at the issue of changing the Sitka Sound herring fishery."
