,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-87-075
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Preservation of dry liposomes does not require retention of residual water
3,Author:,"Crowe, John H."
4,,"Spargo, Barry J."
5,,"Crowe, Lois M."
6,Publication Year :,1987
7,Source Citation:,"""Proceedings of the National Academy of Sciences,"" Volume 84, pp. 1537-1540, March 1987."
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/A-62
10,Abstract:,"Certain sugars, particularly trehalose, dramatically alter physical properties of dry phospholipids in ways that mimic the presence of water, and thus are capable of preserving the integrity of dry liposomes and membranes. Careful measurements of the residual water contents in the dry samples are reported here. Results indicate that the stabilization does not require retention of residual amounts of water in the dry trehalose-​phospholipid preparations. Similar studies with other sugars show a relationship between the amount of sugar interacting with the lipid and the ability of the same sugar to stabilize dry liposomes."
