,MetadataField,Metadata
0,NSGL Document #:,CUIMR-G-88-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Smoking fish
3,Author:,"Price, Robert J."
4,,"Tom, Pamela"
5,Publication Year :,1988
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,UCSGEP 88-2
9,Project #:,A/EA-1
10,Abstract:,"The fisherman's catch, if properly preserved, can be a welcome addition to family meals over a period of several weeks or months. Smoking is an excellent way to preserve fish that you don't plan to eat right away. Fish is smoked as it dries over a smoldering fire. Wood smoke adds flavor and color; the brining process helps to preserve the fish. This brochure tells you how to do it."
