,MetadataField,Metadata
0,NSGL Document #:,SCU-R-00-004
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,"Assessing policy effectiveness in preservation of beaches in Ventura County, California and south coastal Maine"
3,Author:,"Lameka, Rebecca A."
4,,"Van Arsdol, Maurice D. Jr."
5,,"Constable, Angela"
6,,"Davis, W. Jackson"
7,,"Fippinger, Peter B."
8,,"Kopetski, Matthew A."
9,,"LaBrash, Jessica A."
10,,"Levey, Jennifer L."
11,,"Pederson, Kathryn K."
12,,"Stark, Clare P."
13,,"Walsh, Elizabeth K."
14,,"Mageean, Deirdre M."
15,Publication Year :,2000
16,Source Citation:,"""Preserving Coastal Environments,"" Session 6, Monterey, California, November 2-4, 2000."
17,# Pages / Video Length:,14
18,Publication Type:,reprints (not peer-reviewed)
19,Program Report #:,USCSG-R-07-2003
20,Abstract:,"Anthropogenic factors that contribute to sea level rise (SLR) hazards (storm surges, erosion, shoreline recession, etc.) include increases in population, technology and production/cons​umption. Coastal urbanization is the overriding local determinant of SLR impacts in California and Maine, exacerbated by demands for coastal development and increasing conflicts between coastal stakeholders over resource use. Local policy instruments are needed which are based on scientific criteria and which incorporate SLR considerations into local planning. Here researchers assess the potential effectiveness of policy instruments in preserving beaches in Ventura County, California, and south coastal Maine, but not the effectiveness of the policies themselves."
