,MetadataField,Metadata
0,NSGL Document #:,CASG-R-12-021
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Deepwater fish assemblages at Isla del Coco National Park and Las Gemelas Seamount, Costa Rica"
3,Author:,"Starr, Richard M."
4,,"Green, Kristen"
5,,"Sala, Enric"
6,Publication Year :,2012
7,Source Citation:,"""Revista De Biologia Tropical (Rev. Biol. Trop),"" 60(Supple. 3):347-362, November 2012."
8,# Pages / Video Length:,16
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/MPA-4
