,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-93-046
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,White sturgeon tissue fatty acid compositions are affected by dietary lipids
3,Author:,"Xu, Ruping"
4,,"Hung, Silas S. O."
5,,"German, J. Bruce"
6,Publication Year :,1993
7,Source Citation:,"""The Journal of Nutrition,"" 123(10):1685-​1692, October 1993."
8,# Pages / Video Length:,8
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/A-67
11,Abstract:,"Juvenile white sturgeon (""Acipenser transmontanus"") were fed eight isonitrogenous and isoenergetic purified diets for 9 wk to study their ability to utilize different dietary lipids. No significant differences in percentage of body weight increase, feed efficiency or body composition were observed among sturgeon fed the different lipids. Tissue fatty acid compositions most sensitive to dietary lipids were those of muscle and liver, whereas brain fatty acid composition was the least sensitive. Results of this study indicate that it is possible to increase the levels of (""n""-3) polyunsaturated and highly unsaturated fatty acids in sturgeon muscle by feeding the fish lipids high in these fatty acids for 9 wk."
