,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-93-049
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Determinants of postmolt size in the American lobster (""Homarus americanus""). I. D13 is the critical stage"
3,Author:,"Cheng, Jin-Hua"
4,,"Chang, Ernest S."
5,Publication Year :,1993
6,Source Citation:,"""Canadian Journal of Fisheries and Aquatic Sciences,"" 50(10):2106-​2111, 1993."
7,# Pages / Video Length:,6
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/A-80
10,Abstract:,"The hypothesis that postmolt size is predetermined at the time of epicuticle deposition was tested and confirmed. Three treatments, induced limb autotomy, eyestalk ablation, and space manipulation, were made on juvenile American lobsters (""Homarus americanus"") at different molt stages. In addition, the critical stage for autotomy to increase the molt interval and that for eyestalk ablation to decrease it were determined."
