,MetadataField,Metadata
0,NSGL Document #:,CASG-G-07-006
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Diablo Canyon Archaeology: Prehistoric Hunting along California Coast
3,Author:,"Jones, Terry"
4,Publication Year :,2007
5,# Pages / Video Length:,2
6,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
7,Project #:,R/CZ-187
8,,C/P-1
9,Abstract:,"Across the globe, tens of thousands of plant and animal species are teetering on the verge of extinction, casualties of habitat destruction, pollution and other aspects of modern living. If it seems our gasguzzling, wireless world is the source of all environmental destruction on planet Earth, think again. Prehistoric peoples in California also put a dent-albeit a much smaller one-in their natural world, according to new California Sea Grant research. Anthropologist Terry Jones of Cal Poly San Luis Obispo has evidence suggesting prehistoric human hunters drove a flightless duck to extinction about 4,000 years ago. His theory is based on a 10,000- year history of shell and bone refuse, and other remnants of human settlement, excavated in the 1960s during the construction of the Diablo Canyon nuclear power plant in San Luis Obispo County. The refuse is part of what archeologists call a ""kitchen midden""-a trash heap showing what people hunted and ate. The Chumash Indians are among the modern descendants of the coastal dwellers represented at the site."
