,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-00-009
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"An 18.5 kDa protein from the amebocyte of ""Limulus polyphemus"" homologous to the previously described amebocyte aggregation factor, expresses alternative phospholipase A2 activity"
3,Author:,"MacPherson, Jennifer C."
4,,"Jacobs, Robert S."
5,Publication Year :,2000
6,Source Citation:,"""Comparative Biochemistry and Physiology,"" Part B 127:31-44, 2000."
7,# Pages / Video Length:,14
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/MP-71
10,Abstract:,"A protein with a mass of 18.5 kDa and expressing phospholipase A2 activity was purified from the granular amebocyte of the horseshoe crab, ""Limulus polyphemus"". A partial sequence of this protein demonstrated total sequence homology with an 18.5 kDa protein with cell aggregating properties from ""Limulus"" reported previously. Here, the ""Limulus"" protein demonstrated a positive cross- reaction to polyclonal anti-human recombinant phospholipase A2. All enzymatic activity was lost after boiling in the presence of the reducing agent betamercaptoeth​anol. The protein was inhibited by manoalide in a dose-dependent fashion. The protein displayed no activity in a triglyceride lipase assay. These studies characterize an alernative phospholipase A2 activity for the previously described 18.5 kDa protein from the ""L. polyphemus"" amebocyte."
