,MetadataField,Metadata
0,NSGL Document #:,CASG-T-06-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Reconstructing an 83-year time series of daily sea surface temperature at Pacific Grove, California"
3,Author:,"Breaker, Laurence C."
4,,"Broenkow, William W."
5,,"Denny, Mark W."
6,Publication Year :,2006
7,# Pages / Video Length:,50
8,Publication Type:,technical reports/surveys​/patents
9,Project #:,R/CZ-77PD
10,Abstract:,"Daily sea surface temperatures have been acquired at the Hopkins Marine Station in Pacific Grove, California since January 20, 1919.This time series is one of the longest oceanographic records along the U.S. west coast. Because of its length it is well-suited for studying climate-related and oceanic variability on interannual, decadal, and interdecadal time scales. The record, however, is not homogeneous, has numerous gaps, contains possible outliers, and the observations were not always collected at the same time each day. Because of these problems we have undertaken the task of reconstructing this long and unique series. We describe the steps that were taken and the methods that were used in this reconstruction. Although the methods employed are basic, we believe that they are consistent with the quality of the data. The reconstructed record has values at every time point, original, or estimated, and has been adjusted for time-of-day variations where this information was available. Possible outliers have also been examined and replaced where their credibility could not be established. Many of the studies that have employed the Hopkins time series have not discussed the issue of data quality and how these problems were addressed. Because of growing interest in this record, it is important that a single, well-documented version be adopted, so that the results of future analyses can be directly compared. Although additional work may be done to further improve the quality of this record, it is now available via the internet."
