,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-02-031
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Withering syndrome and restoration of southern California abalone populations
3,Author:,"Moore, James D."
4,,"Finley, Carl A."
5,,"Robbins, Thea T."
6,,"Friedman, Carolyn S."
7,Publication Year :,2002
8,Source Citation:,"""Withering Syndrome and Restoration of Southern California Abalone Populations,"" CalCOFI Report, Volume 43, pp. 112-117, 2002."
9,# Pages / Video Length:,6
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/A-117
12,Abstract:,"Withering syndrome is a chronic wasting disease of California abalone (""Haliotis"" spp.) first observed in the Channel Islands in the mid-1980's. This article reviews the current state of knowledge regarding withering syndrome: phylogeny, origins, factors affecting disease expression, and abalone restoration approaches."
