,MetadataField,Metadata
0,NSGL Document #:,CASG-R-13-041
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Spatial differences in larval abundance within the coastal boundary layer impact supply to shoreline habitats
3,Author:,"Nickols, Kerry J."
4,,"Miller, Seth H."
5,,"Gaylord, Brian"
6,,"Morgan, Steven G."
7,,"Largier, John L."
8,Publication Year :,2013
9,Source Citation:,"""Marine Ecology Progress Series,"" 494:191-203, 2013."
10,DOI #:,10.3354/meps105​72
11,# Pages / Video Length:,13
12,Publication Type:,reprints (peer-reviewed)
13,Project #:,R/FISH-206
14,Abstract:,"Explorations of the dynamics of nearshore regions of the coastal zone are missing from many efforts to understand larval transport and delivery to suitable habitats. Larval distributions in the coastal ocean are variable and depend on physical processes and larval behaviors, leading to biophysical interactions that may increase larval retention nearshore and bolster their return to natal sites. While recent evidence suggests that many larvae are retained within a few kilometers from shore, few studies incorporate measurements sufficiently close to shore to plausibly assess supply to the shoreline benthos. We measured cross-shore distributions of larvae of benthic crustaceans between 250 and 1100 m from shore (i.e. just beyond the surf zone) within the coastal boundary layer (CBL)?a region of reduced alongshore flow?and simultaneously quantified a suite of physical factors that may influence larval distributions. We found high larval abundance within the CBL, with a peak at 850 m from shore, and a decrease in abundance along the shoreward edge of the sampled transect. We also found distinctly different larval assemblages at outer stations within the CBL, as compared to inner stations that are more influenced by shoreline dynamics. These patterns persisted across sample dates, suggesting that the spatial structure of nearshore larval assemblages is at least somewhat robust to temporal changes in physical conditions. Thus, while larval abundance appears to be high within the CBL, larvae appear to be sparse within the narrow band of water adjacent to the surf zone. Low larval supply adjacent to suitable habitats has important implications for the coupling of supply and recruitment, and resulting dynamics of shoreline populations."
