,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-99-025
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Extent and degree of hybridization between exotic (""Spartina alterniflora"") and native (""S. foliosa"") cordgrass (""Poaceae"") in California, USA determined by random amplified polymorphic DNA (RAPDs)"
3,Author:,"Ayres, Debra R."
4,,"Garcia-Rossi, Dino"
5,,"Davis, Heather G."
6,,"Strong, Donald R."
7,Publication Year :,1999
8,Source Citation:,"""Molecular Ecology,"" 8:1179-1186, 1999."
9,# Pages / Video Length:,7
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/CZ-133
12,Abstract:,"The purpose of this study was to determine the spread of smooth cordgrass (""Spartina alterniflora"") and ""Spartina foliosa"" x ""alterniflora"" hybrids within the San Francisco Bay and along the California coast, and to examine the degree of hybridization occurring in the marshes using species-​specific nuclear DNA markers. The authors consider: (1) where do hybrid populations occur?; (2) how extensive is the hybridization in areas of overlap?; and (3) what are the frequencies of the various hybrid classes, and does this suggest that introgressive hybridization is taking place? They also consider the ecosystem impacts of the proliferation of the hybrid and ""S. alterniflora"", and suggest strategies for their control in California."
