,MetadataField,Metadata
0,NSGL Document #:,FLSGP-T-04-002
1,Sea Grant Program/Affiliate:,Florida Sea Grant
2,Title:,"Final report: integrated oyster market research product development, evaluation promotion and consumer education for the Gulf of Mexico's oyster industry (year 2)"
3,Author:,"Jamir, Tomas Vergel C."
4,,"Jamison, Judy"
5,,"Posadas, Ruth"
6,,"Smith, Ewell"
7,,"Mitchell, Tracy"
8,,"McNeely, Joanne"
9,,"Balthrop, Paul"
10,Publication Year :,2004
11,# Pages / Video Length:,111
12,Publication Type:,technical reports/surveys​/patents
13,Project #:,R/LR-Q-23
14,Abstract:,"The creators of the 'Gulf Oyster Project' aimed to (a) document the economic and operational characteristics of currently available commercial oyster post-harvest processing (PHP) technologies, (b) assess the sensory characteristics of various PHP and new oyster value-added products (VAP), and (c) develop and distribute factual consumer education and technology transfer materials for use throughout the region. In year 2 of the project, key activities were: (a) exploratory analysis of the demographics of oyster consumers, (b) studies on the marketability of VAP and PHP oyster products among Gulf states and California consumer groups, and (c) intensification of VAP and PHP oyster product promotion. This final report presents the research and activities in detail. (See also FLSGP-H-04-003, a related publication.)"
