,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-85-047
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Remote sensing of tidal chlorophyll-""a"" variations in estuaries"
3,Author:,"Catts, Glenn P."
4,,"Khorram, Siamak"
5,,"Cloern, James E."
6,,"Knight, Allen W."
7,,"DeGloria, Stephen D."
8,Publication Year :,1985
9,Source Citation:,"""International Journal of Remote Sensing,"" 6(11):1685-​1706, 1985."
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/CZ 68
12,Abstract:,"Surface chlorophyll-""a"" concentrations and simultaneously collected multispectral scanner data from a U-2 aircraft over northern San Francisco Bay were used to develop regression models for predicting surface chlorophyll-""a"" concentrations. After selection of a single `best fitting' model the chlorophyll-""a"" concentration was predicted for ebb and flood tide for the entire study area. The spatial display revealed a localized area of high phytoplankton biomass that has been inferred from field surveys and appears to be a common summer phenomenon. Knowledge of the distribution of phytoplankton and the location of this zone of high biomass is valuable in establishing management policies for this ecologically important estuary. The techniques used here may provide an alternative cost-effective method for assessing water-quality conditions, patchiness, and seasonal variations in other estuaries and coastal waters."
