,MetadataField,Metadata
0,NSGL Document #:,CASG-R-13-009
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Authority structures and service reform in multilevel urban governance: the case of waste water recycling in California and Australia
3,Author:,"Hughes, Sara"
4,Publication Year :,2013
5,Source Citation:,"""Urban Affairs Review,"" 49(3):353-380, May 2013."
6,DOI #:,10.1177/1078087​412458762
7,# Pages / Video Length:,29
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/SF-30
10,Abstract:,"Research on urban service delivery strategies lacks a multilevel approach able to account for the influence of authority structures on effective reform. A comparative analysis of efforts to increase recycled wastewater production in the United States (specifically California) and Australia is used to evaluate the effectiveness of centralized and or decentralized urban governance systems in reform efforts and, more importantly, the institutional and political mechanisms underlying these differences. The results show that Australia, with a more centralized system, has more effectively set and implemented an urban water governance agenda that includes recycled urban wastewater. However, in both places local resistance has been a barrier to effective change. These findings demonstrate that reform capacity and policy success may differ between governance systems while common barriers and political dynamics persist."
