,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-14-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Extended interview with Nick Furman about crabbers and marine debris (online video)
3,Author:,"Cone, Joseph"
4,Publication Year :,2014
5,# Pages / Video Length:,"12 minutes, 59 seconds"
6,Publication Type:,videos
7,Program Report #:,ORESU-V-14-006
8,Project #:,A/ESG-12
9,URL:,https://vimeo.c​om/99420921
10,Abstract:,"Nick Furman, longtime director of the Oregon Dungeness Crab Commission (1990-2012), talks about several strategies used to reduce derelict crab gear. The video was produced by Oregon Sea Grant in cooperation with NOAA West, the NOAA Marine Debris Program, and the Sea Grant programs of Washington, California, and the University of Southern California. A transcript of the video is available by contacting producer Joe Cone at joe.cone@oregon​state.edu"
