,MetadataField,Metadata
0,NSGL Document #:,CASG-R-09-042
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Reconstructing fisheries and fishing communities: insights from the North Coast Fishing Communities Project (abstract only)
3,Author:,"Pomeroy, Carolyn"
4,,"Stevens, Melissa"
5,Publication Year :,2009
6,Source Citation:,"""Global Challenge, Local Action: Ethical Engagement, Partnerships, and Practice,"" 69th annual meeting of The Society For Applied Anthropology Annual Meeting,"" Linda Randall, Melissa Cope, Neil Hann, Trish Colvin (eds.), pp. 156, Sante Fe, New Mexico, March 17-21, 2009."
7,# Pages / Video Length:,3
8,Publication Type:,reprints (not peer-reviewed)
9,Project #:,A/AE-1
10,Abstract:,"POMEROY, Caroline and STEVENS, Melissa M. (CA Sea Grant Ext) Reconstructing Fisheries and Fishing Communities: Insights from the North Coast Fishing Communities Project. Most US fisheries and fishing communities have undergone significant change, especially since the 1970s. Understanding the drivers of change, and the associated interactions and feedbacks, is central to the design, assessment, and adjustment of marine ecosystem management. The North Coast Fishing Communities Project has used an iterative approach that integrates local knowledge and perspectives with archival data (e.g., fishery landings) to build richer, historically grounded profiles of four North Coast fishing communities and fisheries. This paper discusses the methods used and insights gained, with particular attention to the challenges of reconciling qualitative local knowledge and quantitative archival data. cmpomeroy@ucdav​is.edu (F-101)"
