,MetadataField,Metadata
0,NSGL Document #:,CUIMR-I-00-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Sources of information on preparing HACCP forms
3,Author:,California Sea Grant
4,Publication Year :,2000
5,# Pages / Video Length:,1
6,Publication Type:,"web/blog sites (topical), other web-based resources"
7,Program Report #:,UCSGEP 00-1W
8,Project #:,A/EA-1
9,URL:,http://seafood.​ucdavis.edu/hac​cp/ch13sources.​htm
10,Abstract:,"This list of publications, only available electronically, refers seafood industry personnel to guides, codes, and resources useful in preparing Hazard Analysis and Critical Control Point (HACCP) forms."
