,MetadataField,Metadata
0,NSGL Document #:,NSGLC-O-16-005
1,Sea Grant Program/Affiliate:,National Sea Grant Law Center
2,Title:,"Sea Grant Law and Policy Journal (Volume 7.1, 2016 Student Issue)"
3,Editor :,"Janasie, Catherine M."
4,Publication Year :,2016
5,# Pages / Video Length:,120
6,Publication Type:,periodicals
7,Program Report #:,NSGLC-16-01-01
8,Project #:,M/Law
9,Abstract:,"The following articles are in this periodical: 1. Of life and limb: the failure of Florida's water quality criteria to test for Vibrio vulnificus in coastal waters and the need for enhanced criteria, regulation, and notification to protect public health, Feclicia Thomas, p. 1-45, (2) How planning for sea level rise creates flood insurance reductions: The Georgia context, Hunter Jones, p. 46-67, (3) Clam Bayou Restoration Project: a case study in wetland restoration, Lauren Eliopoulos, p. 68-83, (4) Methodology for identifying and evaluating shellfish mariculture site development in California, Mike Wilson and Annalisa Batanides, p. 84-117."
