,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-87-021
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Effects of somatostatin-25 and urotensin II on lipid and carbohydrate metabolism of coho salmon, ""Oncorhynchus kisutch"""
3,Author:,"Sheridan, Mark A."
4,,"Plisetskaya, Erika M."
5,,"Bern, Howard A."
6,,"Gorbman, Aubrey"
7,Publication Year :,1987
8,Source Citation:,"""General and Comparative Endocrinology,"" 66:405-414, 1987."
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/F-78
11,Abstract:,"Described in this report are the effects of ""in vivo"" administration of salmon somatostatin and synthetic urotensin II on plasma free fatty acids, plasma glucose, and plasma insulin, and on the activities of certain key metabolic enzymes in coho salmon, ""Oncorhynchus kisutch."""
