,MetadataField,Metadata
0,NSGL Document #:,CASG-NR-11-015
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Dungeness crab a west coast favorite
3,Author:,"Tom, Pamela"
4,Publication Year :,2011
5,Source Citation:,"""The Culinarian,"" pp. 6-7, December 2011."
6,# Pages / Video Length:,2
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,A/EA-AR-01
9,Abstract:,"Dungeness crabs (Cancer magister - scientific name) are a sustainable species. On the West Coast, Dungeness crab is the largest edible true crab. Fresh sweet Dungeness crab is a consumer's delight and the season is underway!"
