,MetadataField,Metadata
0,NSGL Document #:,SCU-R-12-009
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,Global change and the future of harmful algal blooms in the ocean
3,Author:,"Fu, Fei Xue"
4,,"Tatters, Avery O."
5,,"Hutchins, David A."
6,Publication Year :,2012
7,Source Citation:,"""Marine Ecology Progress Series,"" 470:207-233, December 2012."
8,DOI #:,10.3354/meps100​47
9,# Pages / Video Length:,27
10,Publication Type:,reprints (peer-reviewed)
11,Program Report #:,USCSG-R-06-2014
12,Project #:,R/CE-34
13,Abstract:,"The frequency and intensity of harmful algal blooms (HABs) and phytoplankton community shifts toward toxic species have increased worldwide. Although most research has focused on eutrophication as the cause of this trend, many other global- and regional-scale anthropogenic influences may also play a role. Ocean acidification (high pCO2/low pH), greenhouse warming, shifts in nutrient availability, ratios, and speciation, changing exposure to solar irradiance, and altered salinity all have the potential to profoundly affect the growth and toxicity of these phytoplankton. Except for ocean acidification, the effects of these individual factors on harmful algae have been studied extensively. In this review, we summarize our understanding of the influence of each of these single factors on the physiological properties of important marine HAB groups. We then examine the much more limited literature on how rising CO2 together with these other concurrent environmental changes may affect these organisms, including what is possibly the most critical property of many species: toxin production. New work with several diatom and dinoflagellate species suggests that ocean acidification combined with nutrient limitation or temperature changes may dramatically increase the toxicity of some harmful groups. This observation underscores the need for more in-depth consideration of poorly understood interactions between multiple global change variables on HAB physiology and ecology. A key limitation of global change experiments is that they typically span only a few algal generations, making it difficult to predict whether they reflect likely future decadal- or century-scale trends. We conclude by calling for thoughtfully designed experiments and observations that include adequate consideration of complex multivariate interactive effects on the long-term responses of HABs to a rapidly changing future marine environment."
