,MetadataField,Metadata
0,NSGL Document #:,CASG-NR-12-013
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Buyers advice for do-it-yourself test kits or instruments
3,Author:,"Marshall, Douglas"
4,,"Tom, Pamela"
5,Publication Year :,2012
6,Source Citation:,"""The Culinarian,"" 57(12):6-7, December 2012."
7,# Pages / Video Length:,4
8,Publication Type:,reprints (not peer-reviewed)
9,Project #:,A/EA-AR-01
10,Abstract:,"Testing seafood is a proactive step you can take to analyze and verify the quality and safety of your product. There are some considerations you should know about using test kits and instruments in your plant or kitchen. Douglas Marshall, an expert seafood microbiologist and chief scientific officer of an international analytical laboratory, offers advice on what to consider when buying and using test kits in your facility."
