,MetadataField,Metadata
0,NSGL Document #:,CASG-NR-11-008
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Seafood safety ensured by vigilant inspections
3,Author:,"Tom, Pamela"
4,Publication Year :,2011
5,Source Citation:,"""The Culinarian,"" pg. 8, May 2011."
6,# Pages / Video Length:,1
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,A/EA-AR-01
9,Abstract:,"During the past 14 months, there have been two major catastrophes causing great concern about the safety of our seafood supply in domestic commerce. The events include the deepwater Horizon oil spill in the Gulf of Mexico (April 20, 2010) which flowed for three months, and more recently, the earthquake and tsunami (March 11, 2011)."
