,MetadataField,Metadata
0,NSGL Document #:,CUIMR-G-87-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Sanitizers for food processing plants
3,Author:,"Price, Robert A."
4,Publication Year :,1987
5,# Pages / Video Length:,5
6,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
7,Program Report #:,UCSGEP86-12
8,Project #:,A/EA-1
9,Abstract:,"The most common sanitizers used in food plants belong to four basic groups: chlorine compounds, iodine compounds, quaternary ammonium compounds, and acid-anionic surfactants. The selection of a sanitizer should be based on the type of equipment to be sanitized, the hardness of the water, the sanitizing equipment available, the effectiveness of the sanitizer under site conditions, and cost. Sanitizing compounds which contain phenols impart strong undesirable odors and flavors to foods and should not be used. This publication describes the characteristics and effectiveness of some common sanitizers."
