,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-80-034
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,COASTAL NATURAL HAZARDS MANAGEMENT
3,Author:,"HILDRETH, RICHARD G"
4,Publication Year :,1980
5,Source Citation:,"UTILIZATION OF SCIENCE IN THE DECISION-MAKING PROCESS SIXTH ANNUAL CONFERENCE PROCEEDINGS, PP. 29-39, SAN DIEGO, CALIFORNIA, OCTOBER 13-15, 1980"
6,# Pages / Video Length:,11
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,ORESU-R-80-034
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,COASTAL ZONE MANAGEMENT;HAZA​RD;EROSION;LAW
