,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-95-009
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Bioreactor seaweed cell culture for produciton of bioactive oxylipins
3,Author:,"Rorrer, G. L."
4,,"Modrell, J."
5,,"Zhi, C."
6,,"Yoo, H.-D."
7,,"Nagle, D. N."
8,,"Gerwick, W. H."
9,Publication Year :,1995
10,Source Citation:,"""Journal of Applied Phycology,"" 7:187-198, 1995."
11,# Pages / Video Length:,12
12,Publication Type:,reprints (peer-reviewed)
13,Program Report #:,ORESU-R-95-009
14,Project #:,R/BT-2
15,Abstract:,"Biotechnology offers a promising new way to produce medicinal compounds derived from seaweeds in controlled quantitites. In the biotechnologica​l approach, liquid cell suspension cultures are first established from a seaweed which biosynthesizes the desired biomedicinal compounds. The seaweed cells are then cultivated in a bioreactor under controlled conditions to promote maximum biomass -productivity and to stimulate the controlled production of biomedicinal compounds. This work pursued the coldwater brown alga ""Laminaria saccharina"" as a candidate for bioreactor seaweed cell culture. This plant contains bioactive oxylipins deriving from 15-lipoxygenase metabolism, and also can be introduced into a vegetative, liquid cell suspension culture by established gametophyte isolation techniques."
