,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-76-018
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"A REVIEW OF THE CELLULAR PROLIFERATIVE DISORDERS OF OYSTERS (""OSTREA LURIDA"") FROM YAQUINA BAY, OREGON"
3,Author:,"MIX, MICHAEL CARY"
4,Publication Year :,1976
5,Source Citation:,"PROGRESS IN EXPERIMENTAL TUMOR RESEARCH, VOLUME 20, PP. 275-282, 1975"
6,# Pages / Video Length:,8
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-76-018
9,Grant/Contract #:,NOAA SEA GRANT
