,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-95-003
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Polymerase chain amplification of infectious hematopoietic necrosis virus RNA extracted from fixed and embedded fish tissue
3,Author:,"Chiou, Pinwen P."
4,,"Drolet, Barbara S."
5,,"Leong, Jo-Ann C."
6,Publication Year :,1995
7,Source Citation:,"""Journal of Aquatic Animal Health,"" 7:9-15, 1995."
8,# Pages / Video Length:,7
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-95-003
11,Project #:,R/FSD-23
12,Abstract:,"Infectious hematopoietic necrosis virus (IHNV) is a rhabdovirus of salmonid fish that causes severe losses at hatcheries. Although vaccines for IHNV are under development, present control measures for the disease require testing of hatchery populations for the virus and destruction of infected populations. Virus typically is detected by isolating the virus in tissue culture and then confirming its identity via serum neutralization. These methods are sensitive for infectious virus but are labor intensive and often provide answers long after the epizootic. A polymerase chain reaction method has been developed to amplify a portion of the ""N"" gene of IHNV directly from viral genomic RNA in freshly sampled fish tissues. This method was shown to be rapid, specific and very sensitive. In this paper, a simple method for the detection of the ""N""-specific RNA purified from formalin-fixed, paraffin-​embedded fish tissues is described."
