,MetadataField,Metadata
0,NSGL Document #:,ORESU-S-80-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,A Profile of Development of Public Ports on the Snake-Columbia River System: Preview of possibilities and preferences
3,Author:,"Kenoyer, B. A."
4,,"Casavant, Ken L."
5,Publication Year :,1980
6,Publisher:,OSU Sea Grant
7,# Pages / Video Length:,11
8,Publication Type:,technical reports/surveys​/patents
9,Program Report #:,ORESU-X-81-005; Circular 0625; ORESU-S-80-002
10,Grant/Contract #:,NOAA SEA GRANT
11,Project #:,R/WSU-2
12,Abstract:,"This circular reports the results of a 1978 preliminary survey of the present and expected development by the maritime ports on the upper Snake-Columbia River system. The objectives were: 1. to describe the capacity, growth, and financing of these ports; 2. to determine the location advantages andproblems from the port district management's viewpoint; 3. to determine location needs and disadvantages from the viewpoint of firms now located in the port areas; and 4. to make inferences from these views and the economic development to date."
