,MetadataField,Metadata
0,NSGL Document #:,ORESU-E-15-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Are Tuna Safe to Eat? [exhibit]
3,Author:,"Farley, Mark"
4,Publication Year :,2015
5,# Pages / Video Length:,1
6,Publication Type:,educational materials
7,Program Report #:,ORESU-E-15-006
8,Project #:,A/ESG-07
9,Abstract:,"By providing several examples of common activities and foods that expose us to low levels of radiation on a daily basis, and by comparing those doses with the much-lower levels found in tuna, this pull-up banner answers the question, “Are tuna safe to eat?” with a resounding “Yes!”"
