,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-90-034
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,The eighteenth century English commons: a model for ocean management
3,Author:,"Hanna, Susan S."
4,Publication Year :,1990
5,Source Citation:,"""Ocean and Shoreline Management,"" 14:155-172, 1990."
6,# Pages / Video Length:,18
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,ORESU-R-90-034
9,Project #:,R/ES-13
10,Abstract:,"Ocean management institutions have not kept pace with our technical ability to exploit ocean resources. In contrast to the fragmented management procedures currently in practice, long term ocean sustainability requires a comprehensive, coordinated management approach. Common property, while often advanced as the cause of overexploitatio​n of ocean resources, may in fact be the institutional arrangement with the potential to control ocean use. This paper presents the 18th century English commons as an example of a successful resource management institution which coordinated multiple resource uses, was flexible to changing environmental conditions, and embodied community control. The historical record on the enclosure of the commons suggests parallels with current privatization efforts which raise troubling distributional questions. Issues central to the adaptation of the commons structure to current ocean management needs are discussed."
