,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-04-014
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Effects of alkali and acid solubilization on gelatin characteristics of rockfish muscle proteins
3,Author:,"Yongsawatdigul, J."
4,,"Park, J. W."
5,Publication Year :,2004
6,Source Citation:,"""Journal of Food Science,"" 69(7):C499-​C505, 2004"
7,# Pages / Video Length:,7
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-04-014
10,Grant/Contract #:,NOAA Sea Grant
11,Project #:,R/SF-24
12,Abstract:,"Solubility of rockfish whole muscle and actomyosin was minimum at pH 5 and gradually increased as the pH was shifted to acidic or alkaline pH. Acidic and alkaline solubilization was followed by isoelectric precipitation induced degradation of myosin heavy chain, resulting in a protein band of about 120 kDa. Both myofibrillar and sarcoplasmic proteins underwent denaturation after acidic and alkaline treatment, exhibiting minimal solubility and absence of endothermic peaks. Acid- and alkali-treated muscle proteins readily aggregated upon heating, showing different dynamic rheological patterns compared with whole muscle and washed mince. Disulfide linkages occurred at a greater extent in gel prepared by alkaline solubilization, resulting in higher breaking force and deformation."
