,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-90-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Yield and composition of surimi from Pacific whiting (""Merluccius productus"") and the effect of various protein additives on gel strength"
3,Author:,"Chang-Lee, M. V."
4,,"Lampila, L. E."
5,,"Crawford, D. L."
6,Publication Year :,1990
7,Source Citation:,"""Journal of Food Science,"" 55(1):83-86, 1990."
8,# Pages / Video Length:,4
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,ORESU-R-90--006
11,Project #:,R/PD-49
12,Abstract:,"Pacific whiting meets many of the criteria desirable for surimi production. It is abundant and lean, has low color and flavor profiles and is of low cost. A homogenous meterial, such as surimi, may allow for blending flesh containing elevated protease content with tissue having low protease activity profiles, and the use of protein additives to increase gel strength. The objective of this research was to evaluate the yields and compositional characteristics of surimi prepared from Pacific whiting ""Merluccius productus"" and to determine the effect of time/temperatur​e relationships and varying concentrations of protein additives on the strength of heat-set gels."
