,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-11-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Gems of the Oregon coast: Cascade Head scenic research area (DVD)
3,Publication Year :,2011
4,# Pages / Video Length:,13 minutes
5,Publication Type:,videos
6,Program Report #:,ORESU-V-11-001
7,Project #:,M/A-21
8,,R/HBT-12
9,Abstract:,"Join us for a scenic and historical walk through the beautiful prairie headlands, forests, and grassy marshes of Cascade Head and the adjoining Salmon River estuary. Learn about commercial and residential developments that once threatened this coastal gem and about the public and private actions that are protecting and restoring it. Visit with science researchers and educators to understand the ongoing benefits of the one-of-a-kind landscape of the Cascade Head Scenic Research Area. Part of our ""Gems of the Oregon Coast"" series about Oregon's special coastal places."
