,MetadataField,Metadata
0,NSGL Document #:,ORESU-WR-11-043
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Macondo-1 well oil-derived polycyclic aromatic hydrocarbons accumulated in mesozooplankton from the northern Gulf of Mexico via trophic transfer
3,Author:,"Kimmel, D. G."
4,,"Mitra, S."
5,,"Snyder, J."
6,,"Mcglaughon, B. D."
7,,"Scalise, K."
8,,"Roman, M. R."
9,,"Pierson, J. J."
10,,"Jahn, G. L."
11,,"Brandt, S. B."
12,,"Montoya, J. P."
13,Publication Year :,2011
14,Source Citation:,"""21st Biennial Conference of the Coastal and Estuarine Research Federation: Societies, Estuaries & Coasts: Adapting To Change,"" pp. 112, Dayton Beach, Florida, November 6-10, 2011."
15,# Pages / Video Length:,1
16,Publication Type:,reprints (not peer-reviewed)
17,Program Report #:,ORESU-WR-11-043
18,Project #:,M/A-1
19,Abstract:,"Mesozooplankton (> 200 μm) collected throughout August and September of 2010 from the northern Gulf of Mexico show evidence of exposure via trophic transfer to polycyclic aromatic hydrocarbons (PAHs) derived from oil released from the ruptured British Petroleum Macondo-1 (M-1) well associated with the R/V Deepwater Horizon blowout. Mesozooplankton tissue contained 0.03 - 97.9 ng g-1 of total PAHs. Alkylated PAHs were elevated relative to non-alkylated parent PAHs, indicating a petrogenic source. Multivariate statistical analysis revealed that distributions of PAHs extracted from mesozooplankton tissue were closely related to the PAH signature of the M-1 well. The distribution of PAHs isolated from mesozooplankton tissue extracted in this study shows that the spill event was the primary contributor to their contamination. The results suggest that bioaccumulation of PAHs likely occurred during the spill event."
