,MetadataField,Metadata
0,NSGL Document #:,ORESU-T-01-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Nah-so-mah Village, Viewed Through its Fauna"
3,Author:,"Hall, Roberta L."
4,Publication Year :,2001
5,Publisher:,Oregon Sea Grant and the Coquille Indian Tribe
6,# Pages / Video Length:,59
7,Publication Type:,technical reports/surveys​/patents
8,Program Report #:,ORESU-T-01-002
9,Project #:,R/CC-01-PD
10,Abstract:,"Between 1978 and 1993, six excavations took place at an archaeological site (a native settlement called Nah-so- mah), on the south side of the Coquille River, near its mouth. This site has preserved more from the past than has any other coastal Oregon prehistoric site. Viewing Nah-so- mah's prehistory through its fauna has produced an understanding of the habitat and the way in which people used it over a long occupation. It has helped in the reconstruction of the site geologically as well as culturally. Native use of sea mammal and bird resources throughout this period show that the Coquille offered a wide range of rocky-coast and estuarine resources, including the presence of a number of sea mammals. Bones of birds, notably marsh and bay ducks and cormorants, are common in the site, with rare appearances of ocean and land birds. Consistent use of barnacles and sea mussels is also documented. There is considerable evidence of elk and deer harvesting. Skeletal remains of carnivores occur in low frequencies across the site."
