,MetadataField,Metadata
0,NSGL Document #:,ORESU-V-14-005
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Al Pazar discusses derelict gear (online video)
3,Author:,"Cone, Joseph"
4,Publication Year :,2014
5,# Pages / Video Length:,"9 minutes, 39 seconds"
6,Publication Type:,videos
7,Program Report #:,ORESU-V-14-005
8,Project #:,A/ESG-12
9,URL:,https://vimeo.c​om/99420919
10,Abstract:,"Al Pazar, a crab fisherman since 1975 and former chairman of the Oregon Dungeness Crab Commission, offers his perspective on derelict gear and the steps taken to address it. The video was produced by Oregon Sea Grant in cooperation with NOAA West, the NOAA Marine Debris Program, and the Sea Grant programs of Washington, California, and the University of Southern California. A transcript of the video is available by contacting producer Joe Cone at joe.cone@oregon​state.edu"
