,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-87-017
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Limited Entry
3,Author:,"Diamond, Nancy"
4,Publication Year :,1987
5,Source Citation:,"Conference on Gulf and South Atlantic Fisheries: Law and Policy. Proceedings, M. Casey Jarman and Daniel K. Conner (eds.), New Orleans, Louisiana, March 18-20, 1987, pp. 222-233, (MASGP-87-013; NSGL Document Number: MASGC-W-87-001)"
6,Publisher:,Mississippi-​Alabama Sea Grant Consortium; Louisiana Sea Grant Legal Program
7,# Pages / Video Length:,12
8,Publication Type:,reprints (not peer-reviewed)
9,Program Report #:,ORESU-R-87-017
10,Grant/Contract #:,NOAA Sea Grant No. NA85AA-D-SG-095
11,Notes:,"To view the digital copy of this reprint, see Sea Grant publication: MASGC-W-87-001."
12,Abstract:,"Limited entry regulations attempt to promote fishery resource conservation and economic efficiency in the fishing industry. While not prohibited, limited entry regulations are subject to the privileges and immunities clause, commerce clause, equal protection and due process provisions of the federal constitution. The comprehensive limited entry program established by the state of Alaska provides an opportunity to evaluate these constitutional proscriptions in a practical setting."
