,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-04-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,The Effects of Tide Gates on Estuarine Habitats and Migratory Fish
3,Author:,"Giannico, Guillermo R."
4,,"Souder, Jon A."
5,Editor :,"Ridlington, Sandy"
6,Publication Year :,2004
7,Publisher:,OSU Sea Grant
8,# Pages / Video Length:,9
9,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
10,Program Report #:,ORESU-G-04-002
11,Grant/Contract #:,NOAA Sea Grant No. NA76RG0476
12,Project #:,R/HBT-07-PD
13,Abstract:,"In lowland areas where dikes or landfill have altered streams, marshes, and adjacent estuaries, managers often employ tide gates to further regulate the flow of water. Tide gates generally prevent tidal waters from moving upstream while allowing freshwater to flow through a culvert into the receiving body of water. This publication provides an interesting overview of tide gates and the extensive physical, chemical, and biological effects they exert on the regional environment. These effects include changes in size, shape, temperature, salinity, and chemistry of the waters, and the consequent alterations in plant and animal populations."
