,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-87-031
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Interdependenci​es among fisheries management, fisheries trade, and fisheries development: experiences with extended jurisdiction"
3,Author:,"Johnston, Richard S."
4,,"Wilson, James R."
5,Publication Year :,1987
6,Source Citation:,"""Marine Fisheries Review,"" 49(3):45-55, 1987."
7,# Pages / Video Length:,11
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-87-031
10,Grant/Contract #:,NOAA Sea Grant
11,Project #:,R/PPA-20
12,Abstract:,"Presently, practically every maritime nation has made a claim to a Fisheries Conservation Zone or an Exclusive Economic Zone, among them a number of relatively new nations. For many of these countries, fisheries management and enforcement have become a new responsibility. This paper discusses this new environment and what it means for the development and management of U.S. fisheries resources, with particular reference to international trade. Specifically, two views are presented regarding extended jurisdiction which should be considered to understand policy positions on both international fishing and seafood trade issues."
