,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-93-006
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Growth inhibition by glucose oxidase of selected organisms associated with the microbial spoilage of shrimp (""Pandalus jordani""): in vitro model studies"
3,Author:,"Kantt, C. A."
4,,"Torres, J. A."
5,Publication Year :,1993
6,Source Citation:,"""Journal of Food Protection,"" 56(2):147-152, February 1993."
7,# Pages / Video Length:,6
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-93-006
10,Grant/Contract #:,SG
11,Project #:,E/ISG-6
12,Abstract:,"The objective of this study was to evaluate the effectiveness of GOX/CAT (glucose oxidase/catalas​e) solutions with different GOX/CAT ratios on the growth inhibition of four microorganisms usually found in shrimp. The GOX/CAT mode of action on the inhibition of these microrganisms (""Pseudomonas fluorescens"", ""Acinetobacter calcoaceticum"", ""Corynebacter aquaticum"", and ""Hansenula polymorpha"") was also investigated."
