,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-88-045
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Biology and ecology of the Oregon continental shelf edge associated with the accretionary prism
3,Author:,"Carey, Andrew G."
4,,"Stein, David L."
5,,"Taghon, Gary L."
6,,"DeBevoise, Anne E."
7,Publication Year :,1988
8,Source Citation:,"Global Venting, Midwater, and Benthic Ecological Processes, Michael P. DeLuca and Ivar Babb (eds.), pp. 137-149, July 1988, National Undersea Research Program Research Report 88-4, Undersea Science Symposium, Groton, Connecticut, October 21-23, 1987"
9,# Pages / Video Length:,13
10,Publication Type:,reprints (not peer-reviewed)
11,Program Report #:,ORESU-R-88-045
12,Project #:,R/UR-2
13,Abstract:,"As part of an exploratory study of the geology and biology of the upper Oregon subduction zone, reconnaissance dives were made on the northern shelf edge and upper slope to (1) ascertain the structure of the benthic assemblages present, and (2) study assemblages associated with possible active vents. Although abundant calcium carbonate slabs and chimneys occur on Nehalem Bank, there are now no active subduction-​driven vents. However, hard deposits produced by venting have changed the nature of the animal community in the area by providing substrate for hard-bottom organisims. In addition to a typical outer continental shelf fine sand/mud community, a hard-substrate epifaunal community is also present."
