,MetadataField,Metadata
0,NSGL Document #:,ORESU-T-84-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Uncertainty, Market Disequilibrium, and the Firm's Decision Process: Applications to the Pacific Salmon Market"
3,Author:,"Lent, Rebecca J."
4,Editor :,"Ridlington, Sandra"
5,Publication Year :,1984
6,Publisher:,OSU Sea Grant College Program
7,# Pages / Video Length:,109
8,Publication Type:,technical reports/surveys​/patents
9,Program Report #:,ORESU-T-84-002
10,Grant/Contract #:,NOAA Sea Grant No. NA81AA-D-00086
11,Project #:,R/PPA-20
12,Abstract:,"The U.S. Pacific salmon industry is a major component of the country's seafood sector and is of considerable importance to various coastal communities in Alaska and the Pacific Northwest. Every day, a wholesaler picks up the phone, goes to the telex or typewriter and engages in a wholesale transaction for salmon. How does the wholesaler decide how much to sell and at what price? Do the factors influencing these decisions change over time? What is the environment in which the manager operates; i.e., what risks and uncertainties, if any, does he or she face? These are among the issues addressed in this study of wholesale price determination in the Pacific salmon market."
