,MetadataField,Metadata
0,NSGL Document #:,ORESU-T-01-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Understanding and controlling histamine formation in troll-caught albacore tuna: a review and update of preliminary findings from the 1994 season (revised)
3,Author:,"Craven, Cormac"
4,,"Hilderbrand, Ken"
5,,"Kolbe, Ed"
6,,"Sylvia, Gil"
7,,"Daeschel, Mark"
8,,"Gloria, Beatriz"
9,,"An, Haejung"
10,Publication Year :,2001
11,Publisher:,Oregon State University Sea Grant College Program
12,# Pages / Video Length:,4
13,Publication Type:,technical reports/surveys​/patents
14,Program Report #:,ORESU-T-01-001
15,Grant/Contract #:,NOAA Sea Grant No. NA76RG0476
16,Project #:,A/ESG-4
17,Notes:,Revised December 2000
18,Abstract:,"Improper handling of albacore tuna can cause the fish to produce histamines, and this in turn may cause consumers to fall ill with histamine poisoning. Formation of histamines can be controlled by chilling and holding the fish at a low temperature. In 1994 researchers investigated histamine control measures on fishing vessels in order to establish optimal chilling procedures. This paper reviews the findings of that investigation and gives recommendations for both complying with FDA standards and ensuring a high- quality product."
