,MetadataField,Metadata
0,NSGL Document #:,OREXT-G-83-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Fish pickling for home use (revised 1983)
3,Author:,"Hilderbrand, Kenneth S. Jr."
4,Publication Year :,1983
5,Publisher:,Oregon State University Extension Service
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,PNW 183; OREXT-G-83-004
9,Grant/Contract #:,NOAA Sea Grant
10,Notes:,A Pacific Northwest Extension publication.
11,Abstract:,"Preserving seafood with vinegar (acetic acid) is one of the easiest food-​preservation techniques known. By following some simple rules, you can insure that your favorite pickled fish is safe as well as delicious. This publication outlines the basic steps in pickling fish, offers some helpful hints on preparation, and provides a basic recipe that works well on most high-​oil-​content fish."
