,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-95-013
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Isolation and activation of cathepsin L-inhibitor complex from Pacific whiting (""Merluccius productus"")"
3,Author:,"An, Haejung"
4,,"Peters, Margo Y."
5,,"Seymour, Thomas A."
6,,"Morrissey, Michael T."
7,Publication Year :,1995
8,Source Citation:,"""Journal of Agricultural and Food Chemistry,"" 43:327-330, 1995."
9,# Pages / Video Length:,4
10,Publication Type:,reprints (peer-reviewed)
11,Program Report #:,ORESU-R-95-013
12,Project #:,R/PD-67-PD
13,Abstract:,"Pacific whiting muscle tissue, infected with myxosporidia (""Kudoa paniformis""), contains high levels of proteolytic activity. Purification of the enzyme showed that the proteolytic activity is mainly due to cathepsin L as characterized by its chemical inhibition, activity against specific substrates, temperature, and pH profiles. Fractions eluted from a hydrophobic chromatography resin have two activity peaks (P-I and P-II) with an equal amount of total activities when analyzed with azocasein as a substrate. These data lead to several possibilities as to the composition of the peaks, including enzyme-​inhibitor complex and free forms, isozymes, or heavy and light chains. The objective of this study was to characterize the identity of P-I and P-II by analyzing its activity with Z-Phe-Arg-NMec."
