,MetadataField,Metadata
0,NSGL Document #:,WASHU-T-90-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,A model of exvessel price determination in the Bristol Bay king crab fishery
3,Author:,"Matulich, Scott C."
4,,"Mittelhammer, Ron C."
5,,"Greenberg, Joshua A."
6,Publication Year :,1990
7,# Pages / Video Length:,6
8,Publication Type:,technical reports/surveys​/patents
9,Program Report #:,WSG-MR 90-06
10,Project #:,R/F-81
11,Abstract:,"Exvessel price defines how industry profits will be distributed between processors and fishermen. This paper summarizes a relatively simple model of exvessel price formation for Bristol Bay red king crab. The model portrays exvessel price as a proportion of wholesale price expectations. Two important conclusions of this analysis concern the role of the Japanese exchange rate and the notion of 'price equity' in determining the proportion of wholesale price expectation to be captured by fishermen. Exvessel price is most responsive to changes in the exchange rate. Moreover, both fishermen and processors are sensitive to whether an equitable distribution of rents (profits) occurred the previous fishing season."
