,MetadataField,Metadata
0,NSGL Document #:,LSU-N-20-006
1,Sea Grant Program/Affiliate:,Louisiana Sea Grant
2,Title:,"Coastal Clips Newsletter (No. 51, 52, 53, Spring, Fall, and Winter 2020)"
3,Editor :,"Kron, Roy"
4,,"DiIullo, Dani"
5,,"Washington, Brookes"
6,,"Ray, Robert (Art)"
7,Publication Year :,2020
8,Publisher:,Louisiana Sea Grant
9,# Pages / Video Length:,11
10,Publication Type:,periodicals
11,Project #:,AP01
12,Notes:,One entry for all three issues in 2020
13,Abstract:,"Coastal Clips is a quarterly publication of the Louisiana Sea Grant College Program at Louisiana State University, Baton Rouge, LA. In issue No. 51, stories include: 2006 Project Proposal Becoming Reality, Our Next Invasive Species Is a “Snail” of a Story, Grant Allows PACIT to Build Dock, Louisiana Sea Grant Takes on Taxing Issues, Louisiana Fisheries Forward Summit 2020, Four CSAP Projects Announced, A Coastal View, COVID-19 and State of the Coast. In issue No. 52: Stories include: A Coastal View, Louisiana Sea Grant COVID-19 Response, LSU EnvironMentors Celebrates 10th Anniversary, Ocean Commotion Moving Online this Fall, Louisiana Sea Grant 2021 Knauss Finalists Named, LSU Graduate Student Kerrin Toner Awarded Prestigious Coastal Management Fellowship, NOAA Partnership Focuses on Ocean Acidification Research Efforts in the Gulf of Mexico, Cultivating a Commitment to Aquaculture. In issue No. 53: Stories include: NERR Selection Process Begins, Lindstedt Retires from LSG, Ocean Commotion Online Still Available, A Coastal View, Louisiana Sea Grant Welcomes New Staff Member, Adaptive Management Research Projects Funded, 2020 UROP Projects Announced, Knauss Graduate Policy Fellowships Applications Open, NMFS-Sea Grant Joint Fellowship Program in Population and Ecosystem Dynamics and Marine Resource Economics, GomCon Scheduled for April 14, 2020."
