,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-99-016
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"On the waterfront: Seattle's urban harborfront is booming, with restaurants, tourism, transportation and more"
3,Author:,"Gordon, David G."
4,Publication Year :,1999
5,Source Citation:,"""Seattle,"" pp. 40-43, March 1999."
6,# Pages / Video Length:,4
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,WSG-MR 00-10
9,Project #:,A/PC-5
10,Abstract:,"boat, marina"
11,,"This article gives the reader a brief history of Seattle's downtown waterfront development since the 1960s. Planning efforts, including those of Washington Sea Grant Program's Robert Goodwin, over the last three decades have helped to revitalize the once ""desolate"" and dilapidated harborfront while ensuring plenty of public access."
