,MetadataField,Metadata
0,NSGL Document #:,WASHU-G-10-001
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Bivalves for clean water
3,Author:,"King, Teri"
4,,"McNeal, Janis"
5,Publication Year :,2010
6,# Pages / Video Length:,4
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,WSG-AS 10-01
9,Project #:,C/A/PC-5
10,Abstract:,"Shellfish are a keystone species, studied by water quality investigators to determine the health of a water body. Clams, oysters, mussels and other bivalves filter seawater and, in the process, can accumulate environmental contaminants in their tissues. Polluted shellfish beds are often an early warning to a larger problem, upland in the watershed, that needs immediate attention. Marine water quality standards are more stringent for shellfish harvesting than for wading and swimming. Since shellfish are a food, the threshold for contamination is much lower than for external contact with marine waters."
