,MetadataField,Metadata
0,NSGL Document #:,CONN-WR-19-001
1,Sea Grant Program/Affiliate:,Connecticut Sea Grant
2,Title:,Senate Tribute to Dr. Edward C. Monahan
3,Author:,"Blumenthal, Richard (Senator)"
4,Publication Year :,2019
5,Source Citation:,"Congressional Record, Proceedings and Debates of the 116th Congress, First Session, Washington DC, Volume 165, No. 168, October 23, 2019"
6,,"Article was spawned from a symposium where Dr. Edward C. Monahan was honored on July 26, 2019; talks given by Sylvain De Guise and Nancy Balcom from the Connecticut Sea Grant Program"
7,# Pages / Video Length:,1
8,Publication Type:,reprints (not peer-reviewed)
9,Abstract:,Tribute by Senator Richard Blumenthal of former Connecticut Sea Grant Director Dr. Edward C. Monahan.
