,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-84-004
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"THE EFFECT OF INSULIN ON AMINO ACID METABOLISM AND GLYCOGEN CONTENT IN ISOLATED LIVER CELLS OF JUVENILE COHO SALMON, ""ONCORHYNCHUS KISUTCH"""
3,Author:,"PLISETSKAYA, ERIKA"
4,,"BHATTACHARYA, SAMIR"
5,,"DICKHOFF, WALTON W"
6,,"GORBMAN, AUBREY"
7,Publication Year :,1984
8,Source Citation:,"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY, 78A (04):0773-0778, 1984"
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,WSG-TA 84-2
11,Project #:,R/A-18
12,Abstract:,SALMON;GLYCOGEN​;INSULIN;HORMON​E
