,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-13-016
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,"Behavioral and physiological changes during benthic-pelagic transition in the harmful alga, Heterosigma akashiwo: potential for rapid bloom formation"
3,Author:,"Tobin, Elizabeth D."
4,,"Grunbaum, Daniel"
5,,"Patterson, John"
6,,"Cattolico, Rose Ann"
7,Publication Year :,2013
8,Source Citation:,"""PLoS ONE,"" 8(10):e76663, October 4, 2013."
9,DOI #:,10.1371/journal​.pone.0076663
10,# Pages / Video Length:,15
11,Publication Type:,reprints (peer-reviewed)
12,Program Report #:,WSG-TA 13-12
13,Project #:,R/OCEH-6
14,Abstract:,"Many species of harmful algae transition between a motile, vegetative stage in the water column and a non-motile, resting stage in the sediments. Physiological and behavioral traits expressed during benthic-pelagic transition potentially regulate the timing, location and persistence of blooms. The roles of key physiological and behavioral traits involved in resting cell emergence and bloom formation were examined in two geographically distinct strains of the harmful alga, Heterosigma akashiwo. Physiological measures of cell viability, division and population growth, and cell fatty acid content were made using flow cytometry and gas chromatography - mass spectrometry techniques as cells transitioned between the benthic resting stage and the vegetative pelagic stage. Video-based tracking was used to quantify cell-level swimming behaviors. Data show increased temperature and light triggered rapid emergence from the resting stage and initiated cell swimming. Algal strains varied in important physiological and behavioral traits, including survivorship during life-stage transitions, population growth rates and swimming velocities. Collectively, these traits function as ""population growth strategies"" that can influence bloom formation. Many resting cells regained the up-swimming capacity necessary to cross an environmentally relevant halocline and the ability to aggregate in near-surface waters within hours after vegetative growth supporting conditions were restored. Using a heuristic model, we illustrate how strain-specific population growth strategies can govern the timescales over which H. akashiwo blooms form. Our findings highlight the need for identification and quantification of strain-specific physiological and behavioral traits to improve mechanistic understanding of bloom formation and successful bloom prediction."
