,MetadataField,Metadata
0,NSGL Document #:,WASHU-G-89-002
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Getting a grip on marine debris at Squalicum Harbor
3,Author:,"Mullin, Patti"
4,,"Humphreys, Jim"
5,Publication Year :,1989
6,# Pages / Video Length:,5
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,WSG-AS 89-2
9,Project #:,A/FP-7
10,Abstract:,"boat, marina"
11,,"Bellingham's Squalicum Harbor, with its year-round fleet of more than sixteen hundred recreational and commercial fishing boats, is the second largest marina in Puget Sound. Like most other marinas, however, it has a problem with the proper disposal of plastic and other wastes that are generated by this fleet. The Washington Sea Grant Program and the Port of Bellingham have been working together to help alleviate the situation at Squalicum Harbor by improving the waste collection facilities and then by educating the boaters and commercial fishermen who use the harbor. This pamphlet describes the problems and solutions, and includes a poster of the harbor's waste disposal sites."
