,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-01-010
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,STEPS to Success: the sciences and tribes educational partnership challenges Native American students in fisheries and forestry
3,Author:,"Goldman, Erica B."
4,Publication Year :,2001
5,Source Citation:,"""Northwest Science and Technology,"" pp. 47-48, Winter 2001."
6,# Pages / Video Length:,2
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,WSG-MR 02-03
9,Project #:,E/T-13
10,Abstract:,"As participants in Sciences and Tribes Educational Partnership (STEP), a program combining curricular and work-study experiences during the school year with a field- based institute in the summer, students are taking preliminary steps to propel themselves toward academic excellence. Begun as a partnership between the Quinault Indian Nation, the University of Washington, and Washington Sea Grant, STEP encourages native American students to pursue higher education in fisheries and forestry related sciences. This article describes the program."
