,MetadataField,Metadata
0,NSGL Document #:,CONN-W-06-001
1,Sea Grant Program/Affiliate:,Connecticut Sea Grant
2,Title:,Diving for Science 2006: proceedings of the American Academy of Underwater Sciences 25th Symposium
3,Editor :,"Godfrey, Jeff M."
4,,"Pollock, Neal W."
5,Publication Year :,2007
6,Source Citation:,"""Proceedings of the 25th American Academy of Underwater Sciences (AAUS) Symposium,"" Seattle, Washington, March 3-4, 2006."
7,# Pages / Video Length:,104
8,Publication Type:,conference/work​shop proceedings
9,Program Report #:,CTSG-07-08
10,Abstract:,"The following papers are in this proceedings: 1. The assessment and management of risk in UK scientific diving at work operations. M. Sayer and R. Forbes, pp. 1-23. 2. Evolving standards for diabetes and diving: implications for scientific diving. N.W. Pollock, pp. 25-38. 3. Waves and currents in the Georgia Bight: scientific diving in Georgia and South Carolina. P.A. Work, T. Moore, and K. Haas, pp. 39-54. 4. Adaptation of groundwater evaluation and sampling tools for underwater deployment. P.B. Duncan, R. Henry, R. Pedersen, S. Sheldrake, and D. Thompson, pp. 55-83. 5. Diving first aid training for scientists. M. Lang, A. Marsh, C. McDonald, E. Ochoa, and L. Penland, pp. 85-102."
