,MetadataField,Metadata
0,NSGL Document #:,WASHU-R-88-018
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Mussel growth and estuarine habitat quality
3,Author:,"Ruckelshaus, Mary H."
4,,"Wissmar, Robert C."
5,,"Simenstad, Charles A."
6,Publication Year :,1988
7,Source Citation:,"""Proceedings, First Annual Meeting on Puget Sound Research,"" Volume 2, pp. 463-472, Seattle, Washington, March 18-19, 1988."
8,Publication Type:,reprints (not peer-reviewed)
9,Program Report #:,WSG-MR 88-12
10,Abstract:,"This study addresses the question of how biological and physical habitat characteristics affect mussel growth in the Padilla Bay estuary in northern Puget Sound. Mussels (""Mytilus edulis"") were placed in cages in habitats dominated by different primary producers and physical characteristics​. Growth rates of caged mussels were highest at the mouth of the estuary and lowest in a freshwater slough. However, concentrations of food sources (chlorophyll ""a"" and particulate organic carbon and nitrogen) showed an inverse relationship with growth rates. Physical stresses associated with the habitats appeared to depress growth rates despite high food concentrations. Decreases in growth rates showed a strong positive correlation with decreases in salinity, concentration of inorganic matter in the seston and submergence time. If food sources and physical conditions critical to consumer performance can be determined, prioritization of estuarine habitat management goals may be facilitated."
