,MetadataField,Metadata
0,NSGL Document #:,WASHU-G-91-015
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Washington Port Commissioner: a briefing paper for new commissioners
3,Author:,"Dowd, Thomas J."
4,Publication Year :,1991
5,# Pages / Video Length:,4
6,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
7,Program Report #:,WSG-AS 91-24
8,Project #:,A/FP-7
9,Abstract:,"The port commissioner is responsible for both the current operations and future direction of the port. This public policy task is both complex and challenging and requires considerable leadership skill. This paper is addressed primarily to newly elected commissioners, but may also be of interest to experienced commissioners and staff. It provides an overview and some basic information about the responsibilitie​s of a port commissioner and discusses the importance of efficient and effective port management. It also provides information on planning, policy development, and management techniques that can be used to improve your performance as a commissioner."
