,MetadataField,Metadata
0,NSGL Document #:,WHOI-R-90-007
1,Sea Grant Program/Affiliate:,WHOI Sea Grant
2,Title:,Depositing `grey literature' in the U.S. technical information system--who is responsible?
3,Author:,"Putnam, Susan S."
4,Publication Year :,1990
5,Source Citation:,"""IAMSLIC '90 Conference,"" Seattle, Washington, October 2-5, 1990."
6,# Pages / Video Length:,9
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,A/S-15-PD
9,Abstract:,"A large percentage of current technical information falls into the category of `grey literature' which is difficult to identify and acquire. It is typically unpublished or quasi-published material that cannot be obtained through the usual bookselling channels and is rarely incorporated into the large databases and standard reference sources. How does the `grey literature' get into the government depositories such as NTIS, DTIC, NASA, GPO, Sea Grant and the municipal, state and federal depository libraries? Who is responsible for depositing this material? This paper answers these questions for a non-government, marine research facility and describes some of the responsibilitie​s librarians must assume to ensure timely dissemination of information through the technical information network."
